4f66A1.pdb1	4f66B1.pdb1
6c26A1.pdb1	6c26C1.pdb1
6eznF1.pdb1	6eznC1.pdb1
6eznF1.pdb1	6eznG1.pdb1
6eznF1.pdb1	6eznB1.pdb1
6eznF1.pdb1	6eznA1.pdb1
6eznF1.pdb1	6eznE1.pdb1
6eznF1.pdb1	6eznD1.pdb1
6eznH1.pdb1	6eznG1.pdb1
6eznH1.pdb1	6eznB1.pdb1
6c26C1.pdb1	6c2611.pdb1
6eznG1.pdb1	6eznB1.pdb1
6eznG1.pdb1	6eznA1.pdb1
6c2621.pdb1	6c2611.pdb1
6eznA1.pdb1	6eznE1.pdb1
3ztgB1.pdb1	3ztgA1.pdb1
5ztcB1.pdb1	5ztcA1.pdb1
1vpqA1.pdb2	1vpqA2.pdb2
2ztdA2.pdb1	2ztdB3.pdb1
6jhkD1.pdb3	6jhkE2.pdb3
1ztpA1.pdb4	1ztpC2.pdb4
3zthB1.pdb2	3zthA1.pdb2
1ztdB1.pdb1	1ztdA1.pdb1
4ztdA1.pdb1	4ztdE1.pdb1
4ztbB1.pdb1	4ztbA1.pdb1
1ztcB1.pdb1	1ztcD1.pdb1
3ztaA1.pdb1	3ztaA2.pdb1
3ajbA1.pdb1	3ajbB1.pdb1
3ajxC1.pdb2	3ajxD1.pdb2
5ajdJ1.pdb5	5ajdI1.pdb5
3ajwA1.pdb1	3ajwA2.pdb1
2ajrA1.pdb1	2ajrB1.pdb1
2aj7A3.pdb2	2aj7B3.pdb2
3ajfA1.pdb1	3ajfD1.pdb1
4aj5R1.pdb1	4aj5O1.pdb1
4aj5R1.pdb1	4aj521.pdb1
4aj5R1.pdb1	4aj5H1.pdb1
4aj5G1.pdb1	4aj5C1.pdb1
4aj5G1.pdb1	4aj511.pdb1
4aj5W1.pdb1	4aj541.pdb1
5ajsB1.pdb2	5ajsA1.pdb2
5ajoB1.pdb1	5ajoA1.pdb1
5ajjB1.pdb1	5ajjA1.pdb1
2eq5A1.pdb1	2eq5B1.pdb1
3eqzB2.pdb2	3eqzA1.pdb2
5eqnA1.pdb1	5eqnB1.pdb1
4eqvB1.pdb1	4eqvA1.pdb1
4eqqB1.pdb1	4eqqA1.pdb1
5swkC1.pdb1	5swkA1.pdb1
5eoxA1.pdb1	5eoxB1.pdb1
6eqcF1.pdb1	6eqcC1.pdb1
4epmA1.pdb2	4epmA2.pdb2
2eq7B1.pdb1	2eq7C1.pdb1
6eqoA1.pdb1	6eqoB1.pdb1
3eqxB1.pdb1	3eqxA1.pdb1
6eqiC1.pdb1	6eqiA1.pdb1
6eqiC1.pdb1	6eqiB1.pdb1
6eqiA1.pdb1	6eqiB1.pdb1
2onkH1.pdb2	2onkF1.pdb2
2onkH1.pdb2	2onkJ1.pdb2
3onqB2.pdb1	3onqD2.pdb1
5onbE1.pdb3	5onbF1.pdb3
3ongC1.pdb1	3ongB1.pdb1
3onrA1.pdb1	3onrG1.pdb1
3on7A1.pdb1	3on7D1.pdb1
3on5B1.pdb2	3on5A1.pdb2
1on0C3.pdb2	1on0B1.pdb2
4on3B1.pdb1	4on3A1.pdb1
5on7B1.pdb1	5on7A1.pdb1
3onlC1.pdb1	3onlA1.pdb1
4onjA1.pdb1	4onjB1.pdb1
5graA1.pdb1	5graB1.pdb1
3ontA2.pdb1	3ontA1.pdb1
2onfB1.pdb1	2onfA1.pdb1
6on1D1.pdb2	6on1C1.pdb2
4onsA1.pdb1	4onsB1.pdb1
3onmB1.pdb2	3onmB2.pdb2
3p2cA1.pdb1	3p2cB1.pdb1
3onaA1.pdb1	3onaB1.pdb1
3ph0A1.pdb1	3ph0C1.pdb1
4phtC1.pdb3	4phtZ1.pdb3
4ph0F1.pdb1	4ph0A1.pdb1
2phpB1.pdb1	2phpA1.pdb1
3phdB1.pdb1	3phdD1.pdb1
3phdC1.pdb1	3phdG1.pdb1
3phdA1.pdb1	3phdE1.pdb1
4dghA4.pdb3	4dghA2.pdb3
2dg6A2.pdb1	2dg6A1.pdb1
6dgnB2.pdb1	6dgnA1.pdb1
4dguA2.pdb1	4dguB2.pdb1
6dg5C1.pdb1	6dg5A1.pdb1
6dg5A1.pdb1	6dg5B1.pdb1
2dgdD1.pdb1	2dgdC1.pdb1
6dgmB1.pdb3	6dgmA1.pdb3
5dgkA1.pdb1	5dgkB1.pdb1
4q5eC1.pdb1	4q5eA1.pdb1
4bvuA1.pdb1	4bvuC1.pdb1
4g6jA1.pdb1	4g6jH1.pdb1
1bvnT1.pdb1	1bvnP1.pdb1
3bvqB1.pdb1	3bvqA1.pdb1
1bvyF1.pdb1	1bvyA1.pdb1
5vyrB1.pdb1	5vyrA1.pdb1
2vyrC1.pdb1	2vyrG1.pdb1
3vytC1.pdb1	3vytB1.pdb1
3vytC1.pdb1	3vytA1.pdb1
3vyrA1.pdb1	3vyrB1.pdb1
3vyuB2.pdb1	3vyuB1.pdb1
5vymB1.pdb1	5vymA1.pdb1
1vyhG1.pdb2	1vyhE1.pdb2
1vyjE1.pdb1	1vyjF1.pdb1
5vyfF1.pdb1	5vyfL1.pdb1
5vyfF1.pdb1	5vyfH1.pdb1
5vyvA1.pdb1	5vyvB1.pdb1
5vykA1.pdb1	5vykC1.pdb1
4udsA2.pdb1	4udsA1.pdb1
3ud2C1.pdb1	3ud2A1.pdb1
1udqA6.pdb1	1udqA3.pdb1
4ue1A1.pdb3	4ue1F1.pdb3
3udfB1.pdb1	3udfA1.pdb1
5udfA1.pdb1	5udfB1.pdb1
4pt7C1.pdb1	4pt7A1.pdb1
2pt7G1.pdb1	2pt7A1.pdb1
2pt7G1.pdb1	2pt7H1.pdb1
6ptgB1.pdb1	6ptgA1.pdb1
2pttB1.pdb1	2pttA1.pdb1
3pthB1.pdb1	3pthA1.pdb1
3ptyA1.pdb1	3ptyA2.pdb1
3payC1.pdb1	3payD1.pdb1
4gymB1.pdb1	4gymA1.pdb1
4p8iA1.pdb1	4p8iB1.pdb1
4pawB1.pdb3	4pawA1.pdb3
4pasB1.pdb1	4pasA1.pdb1
6paiE1.pdb1	6paiC1.pdb1
6paiD1.pdb1	6paiC1.pdb1
6paiC1.pdb1	6paiA1.pdb1
4pagB1.pdb3	4pagA1.pdb3
2pbdV1.pdb1	2pbdA1.pdb1
2pbdP1.pdb1	2pbdV1.pdb1
3o0yB1.pdb4	3o0yC1.pdb4
3o0eA1.pdb1	3o0eL1.pdb1
3o0zD1.pdb2	3o0zC1.pdb2
5o0oE1.pdb1	5o0oC1.pdb1
6o09H3.pdb1	6o09J3.pdb1
5o0wF1.pdb1	5o0wB1.pdb1
1o06A1.pdb2	1o06A2.pdb2
3o0lA1.pdb1	3o0lB1.pdb1
4kp2A1.pdb1	4kp2B2.pdb1
2kplB1.pdb1	2kplA1.pdb1
5kp7B1.pdb1	5kp7A1.pdb1
2kpfA1.pdb1	2kpfB1.pdb1
3kphA1.pdb1	3kphB1.pdb1
4kp3D1.pdb1	4kp3C1.pdb1
4kp3D1.pdb1	4kp3B1.pdb1
1kptB1.pdb1	1kptA1.pdb1
3g6jG1.pdb2	3g6jC1.pdb2
3g6jC1.pdb2	3g6jH1.pdb2
4g6qA1.pdb4	4g6qA2.pdb4
6g6kD1.pdb2	6g6kC1.pdb2
4uotC1.pdb1	4uotD1.pdb1
4g6tB1.pdb1	4g6tA1.pdb1
3kdwA2.pdb1	3kdwA1.pdb1
1g6uA1.pdb1	1g6uB1.pdb1
6g6qC1.pdb2	6g6qD1.pdb2
1g6gF1.pdb1	1g6gB1.pdb1
4g6vA1.pdb1	4g6vB1.pdb1
6g6sB1.pdb1	6g6sA1.pdb1
1g6vA1.pdb1	1g6vK1.pdb1
4g5qH1.pdb4	4g5qD1.pdb4
2g54C1.pdb1	2g54A1.pdb1
2g5zA1.pdb1	2g5zB1.pdb1
4c2mA1.pdb1	4c2mN1.pdb1
4c2mL1.pdb1	4c2mA1.pdb1
4c2mM1.pdb1	4c2mA1.pdb1
4c2mA1.pdb1	4c2mJ1.pdb1
5g5lO1.pdb1	5g5lF1.pdb1
4g59A1.pdb1	4g59C1.pdb1
3g5yB1.pdb1	3g5yE1.pdb1
3g5oD1.pdb1	3g5oA1.pdb1
3g5oD1.pdb1	3g5oC1.pdb1
5g5oB1.pdb2	5g5oA1.pdb2
4g5aB1.pdb1	4g5aA1.pdb1
2g5gX1.pdb1	2g5gX2.pdb1
5g5rA1.pdb1	5g5rB1.pdb1
1g5bB1.pdb4	1g5bC3.pdb4
5g51A2.pdb1	5g51A1.pdb1
2vpbB1.pdb1	2vpbA1.pdb1
1zpvA1.pdb2	1zpvC1.pdb2
4zp3J1.pdb5	4zp3Q1.pdb5
3id3A1.pdb1	3id3B1.pdb1
2zp8G1.pdb1	2zp8B1.pdb1
3zpxA1.pdb1	3zpxB1.pdb1
1zpwX1.pdb2	1zpwX2.pdb2
1zp2A1.pdb2	1zp2A2.pdb2
3zpnD1.pdb2	3zpnC1.pdb2
2zplA1.pdb4	2zplB1.pdb4
1zpsA1.pdb1	1zpsB1.pdb1
1zp6A1.pdb1	1zp6A2.pdb1
4wj7X1.pdb2	4wj7B1.pdb2
2wjdA1.pdb1	2wjdA2.pdb1
4wjvC1.pdb3	4wjvI1.pdb3
2wjvD1.pdb1	2wjvA1.pdb1
4wjoB1.pdb1	4wjoA1.pdb1
4wj1A1.pdb2	4wj1A2.pdb2
4wjgX1.pdb3	4wjgW1.pdb3
4wjqC1.pdb2	4wjqD1.pdb2
2wj9A1.pdb1	2wj9B1.pdb1
4wjwB1.pdb1	4wjwP1.pdb1
6hd8B4.pdb1	6hd8B2.pdb1
6hd8B4.pdb1	6hd8A4.pdb1
4pkmA2.pdb1	4pkmA1.pdb1
2hd0E1.pdb3	2hd0F1.pdb3
5hdgA2.pdb2	5hdgA1.pdb2
6hddA1.pdb1	6hddB1.pdb1
3hdcA1.pdb1	3hdcA2.pdb1
3hdiD1.pdb1	3hdiB1.pdb1
4nnpL1.pdb1	4nnpA1.pdb1
5hdqH1.pdb1	5hdqA1.pdb1
1hdfB2.pdb1	1hdfA1.pdb1
3hdjB1.pdb1	3hdjA1.pdb1
5hdaA1.pdb1	5hdaC1.pdb1
2hdiB1.pdb1	2hdiA1.pdb1
2duyA1.pdb2	2duyA2.pdb2
5x6cA1.pdb1	5x6cA2.pdb1
3dupA1.pdb1	3dupB1.pdb1
5dukB1.pdb1	5dukA1.pdb1
1ut7B1.pdb1	1ut7A1.pdb1
4ygaA1.pdb1	4ygaB1.pdb1
2ygoA1.pdb1	2ygoA2.pdb1
2ygvF1.pdb2	2ygvB1.pdb2
2yguE1.pdb3	2yguF1.pdb3
6d1qB1.pdb1	6d1qA1.pdb1
2ygvC1.pdb3	2ygvG1.pdb3
2yggA1.pdb1	2yggB1.pdb1
2ygkA1.pdb1	2ygkB1.pdb1
2h8eA1.pdb1	2h8eA2.pdb1
5h92A1.pdb1	5h92C1.pdb1
5h8yB1.pdb2	5h8yC1.pdb2
3h8dH1.pdb2	3h8dD1.pdb2
3h8dG1.pdb2	3h8dH1.pdb2
3h8dC1.pdb2	3h8dD1.pdb2
3h8uB1.pdb1	3h8uA1.pdb1
6h8cA1.pdb1	6h8cB1.pdb1
5sv2A2.pdb1	5sv2A1.pdb1
3h87B2.pdb1	3h87C2.pdb1
3h87C1.pdb1	3h87D2.pdb1
4h89A1.pdb1	4h89A2.pdb1
4h87A1.pdb1	4h87B1.pdb1
2h88C2.pdb3	2h88P2.pdb3
5h8oA1.pdb1	5h8oB1.pdb1
2q3xB1.pdb1	2q3xA1.pdb1
2q30B1.pdb1	2q30A1.pdb1
2ookA1.pdb1	2ookB1.pdb1
4q37B1.pdb2	4q37B2.pdb2
3q34B1.pdb2	3q34D1.pdb2
2q37A1.pdb1	2q37A2.pdb1
4mb7A1.pdb2	4mb7A2.pdb2
2q3mA2.pdb1	2q3mA1.pdb1
6q36D1.pdb1	6q36B1.pdb1
3tv0A1.pdb1	3tv0B2.pdb1
3tvjI1.pdb1	3tvjB1.pdb1
5tvqB1.pdb1	5tvqA1.pdb1
1tv4A6.pdb1	1tv4A2.pdb1
4tvqC1.pdb2	4tvqE1.pdb2
1tvnA1.pdb1	1tvnB1.pdb1
1tv8B1.pdb1	1tv8A1.pdb1
3tv9A2.pdb1	3tv9A1.pdb1
3tvtB1.pdb1	3tvtA1.pdb1
3r2kA6.pdb1	3r2kA13.pdb1
6r23B1.pdb1	6r23A1.pdb1
1r2bB1.pdb1	1r2bC1.pdb1
2r2cB1.pdb1	2r2cA1.pdb1
3r2xC1.pdb1	3r2xB1.pdb1
4dayA1.pdb1	4dayC1.pdb1
4dayC1.pdb1	4dayB1.pdb1
4dacC1.pdb5	4dacA1.pdb5
5dahB1.pdb3	5dahA1.pdb3
6daoB1.pdb1	6daoB2.pdb1
3da7E1.pdb3	3da7F1.pdb3
5da0A1.pdb1	5da0B1.pdb1
5da7A1.pdb1	5da7B1.pdb1
5da9A1.pdb1	5da9B1.pdb1
5da9A1.pdb1	5da9C1.pdb1
3da3B1.pdb3	3da3A1.pdb3
3dawB1.pdb1	3dawA1.pdb1
3da5B1.pdb1	3da5A1.pdb1
3dalA1.pdb1	3dalB2.pdb1
4mcxD1.pdb1	4mcxC1.pdb1
4mcxD1.pdb1	4mcxB1.pdb1
3mceC1.pdb2	3mceD1.pdb2
4mcjC1.pdb2	4mcjD1.pdb2
6mcpC1.pdb2	6mcpD1.pdb2
4md5A1.pdb1	4md5C1.pdb1
4mdjC1.pdb1	4mdjB1.pdb1
3mcrA1.pdb2	3mcrA2.pdb2
3mcpA2.pdb1	3mcpA1.pdb1
3mc1A1.pdb3	3mc1B2.pdb3
3mcbA1.pdb1	3mcbB1.pdb1
3mc9A1.pdb3	3mc9B1.pdb3
3mczB1.pdb1	3mczA1.pdb1
3mc3A3.pdb1	3mc3A2.pdb1
5mcqA1.pdb1	5mcqD1.pdb1
2mc1A1.pdb1	2mc1B1.pdb1
2mcnA1.pdb1	2mcnB1.pdb1
2qyaD1.pdb2	2qyaC1.pdb2
2qyvB1.pdb1	2qyvA1.pdb1
2qy6A1.pdb1	2qy6A2.pdb1
6qyyD1.pdb2	6qyyB2.pdb2
2qybA2.pdb1	2qybA1.pdb1
3qyfB1.pdb1	3qyfA1.pdb1
2qycA1.pdb2	2qycB1.pdb2
6mpgC1.pdb1	6mpgY1.pdb1
2mpmB1.pdb1	2mpmA1.pdb1
4cr4X1.pdb1	4cr4N1.pdb1
4cr2T1.pdb1	4cr2N1.pdb1
5mpdS1.pdb1	5mpdY1.pdb1
5mpdR1.pdb1	5mpdY1.pdb1
6epdR1.pdb1	6epdP1.pdb1
5mpdY1.pdb1	5mpdQ1.pdb1
6mpzN1.pdb2	6mpzB1.pdb2
5mp2D1.pdb1	5mp2B1.pdb1
2mpnA1.pdb1	2mpnB1.pdb1
3mp7B1.pdb1	3mp7A1.pdb1
2mpsA1.pdb1	2mpsB1.pdb1
2mp2A1.pdb1	2mp2C1.pdb1
2mp0A1.pdb1	2mp0B1.pdb1
5mpeY1.pdb1	5mpeT1.pdb1
5mpeZ1.pdb1	5mpeT1.pdb1
5mpeX1.pdb1	5mpeT1.pdb1
5mpeT1.pdb1	5mpeW1.pdb1
5mpeT1.pdb1	5mpeP1.pdb1
5mpeT1.pdb1	5mpeQ1.pdb1
5mpeT1.pdb1	5mpeR1.pdb1
1wq6B1.pdb1	1wq6A1.pdb1
4jolH1.pdb2	4jolD1.pdb2
1jofB1.pdb1	1jofA1.pdb1
6jo8B1.pdb1	6jo8O1.pdb1
6jo8E1.pdb3	6jo8M1.pdb3
4jo6B1.pdb1	4jo6Z1.pdb1
4jo8B2.pdb1	4jo8A2.pdb1
4jo8B2.pdb1	4jo8B1.pdb1
1jocA1.pdb1	1jocB1.pdb1
1f35A1.pdb3	1f35B2.pdb3
4jo7A1.pdb1	4jo7B1.pdb1
6jo5K1.pdb1	6jo5A1.pdb1
6jo6K1.pdb1	6jo631.pdb1
6jo591.pdb1	6jo521.pdb1
6jo5B1.pdb1	6jo521.pdb1
6jo5I1.pdb1	6jo521.pdb1
6jo521.pdb1	6jo5L1.pdb1
4joiC1.pdb2	4joiB1.pdb2
1jogC1.pdb2	1jogD1.pdb2
4joqB1.pdb1	4joqA1.pdb1
3nraA1.pdb1	3nraB1.pdb1
3nroA1.pdb3	3nroB2.pdb3
4nrhB1.pdb2	4nrhC1.pdb2
2nr5E4.pdb2	2nr5E3.pdb2
5nrkD1.pdb1	5nrkB1.pdb1
3nrhB4.pdb2	3nrhA2.pdb2
3nrgE1.pdb8	3nrgD1.pdb8
2nrhA1.pdb1	2nrhB1.pdb1
3nrvD1.pdb2	3nrvB1.pdb2
1nrjB1.pdb1	1nrjA1.pdb1
3nrlA1.pdb1	3nrlB1.pdb1
5nrrA1.pdb1	5nrrB1.pdb1
6nrcF1.pdb1	6nrc51.pdb1
6nr821.pdb1	6nr8F1.pdb1
6nrdD1.pdb1	6nrd61.pdb1
6nr841.pdb1	6nr8G1.pdb1
6nr811.pdb1	6nr8C1.pdb1
6nrd51.pdb1	6nrd41.pdb1
6nrd41.pdb1	6nrd31.pdb1
6nrd61.pdb1	6nrd41.pdb1
6nrb51.pdb1	6nrb21.pdb1
6nr831.pdb1	6nr851.pdb1
6nrb11.pdb1	6nrb51.pdb1
6nr861.pdb1	6nr851.pdb1
6nrc31.pdb1	6nrc21.pdb1
6nrd21.pdb1	6nrd11.pdb1
6nrd11.pdb1	6nrd31.pdb1
6nrd61.pdb1	6nrd31.pdb1
3nrkA3.pdb2	3nrkA2.pdb2
4nrrA1.pdb3	4nrrB1.pdb3
5nroB1.pdb1	5nroA1.pdb1
5nrqA1.pdb1	5nrqB1.pdb1
2nrkA1.pdb1	2nrkA2.pdb1
6nr8H1.pdb1	6nr831.pdb1
4jj0B1.pdb2	4jj0B2.pdb2
4jj9A1.pdb1	4jj9B1.pdb1
5jjfA1.pdb1	5jjfA2.pdb1
6jjxB1.pdb2	6jjxD1.pdb2
5jjdA1.pdb1	5jjdB1.pdb1
6jjyA1.pdb1	6jjyU1.pdb1
6jjwA1.pdb1	6jjwU1.pdb1
6h0fC1.pdb1	6h0fB1.pdb1
3h0nA1.pdb1	3h0nA2.pdb1
3h0lO1.pdb5	3h0lN1.pdb5
3h0lM1.pdb5	3h0lO1.pdb5
3h0lM1.pdb5	3h0lN1.pdb5
1zafA1.pdb1	1zafC1.pdb1
6h0gB1.pdb1	6h0gC1.pdb1
6h0gA1.pdb1	6h0gC1.pdb1
4e0sB1.pdb1	4e0sA1.pdb1
1h0dB1.pdb1	1h0dC1.pdb1
1h0dA1.pdb1	1h0dC1.pdb1
5h0sB1.pdb1	5h0sC1.pdb1
5h07C1.pdb1	5h07D1.pdb1
5h07D1.pdb1	5h07A1.pdb1
6h02A1.pdb1	6h02B1.pdb1
4h08A1.pdb1	4h08A2.pdb1
5gzyB1.pdb1	5gzyA1.pdb1
3h05B1.pdb1	3h05A1.pdb1
3h0tC1.pdb2	3h0tB1.pdb2
3h0tC1.pdb2	3h0tA1.pdb2
2h0uA2.pdb1	2h0uA1.pdb1
6h0bB1.pdb2	6h0bF1.pdb2
5suyD1.pdb1	5suyC1.pdb1
5sumB2.pdb3	5sumA1.pdb3
3suiA1.pdb1	3suiB1.pdb1
1zw0E2.pdb8	1zw0F2.pdb8
2zwsA2.pdb2	2zwsA1.pdb2
2zwkA4.pdb1	2zwkA2.pdb1
1zw2B1.pdb1	1zw2A1.pdb1
2zw5A1.pdb1	2zw5B1.pdb1
4zwqG1.pdb1	4zwqF1.pdb1
5zwlE1.pdb1	5zwlG1.pdb1
5wb5B1.pdb1	5wb5A1.pdb1
2wbtB1.pdb1	2wbtA1.pdb1
5wbuQ1.pdb2	5wbuA1.pdb2
4uzqA1.pdb1	4uzqA2.pdb1
3wbnA1.pdb1	3wbnB1.pdb1
4wbdA1.pdb1	4wbdA2.pdb1
5wbhD1.pdb4	5wbhW1.pdb4
5wb2D1.pdb1	5wb2A1.pdb1
4wbxC4.pdb1	4wbxC1.pdb1
2wb6A1.pdb1	2wb6A2.pdb1
4wbqA1.pdb1	4wbqB1.pdb1
3wbkA1.pdb1	3wbkC1.pdb1
1tuhA1.pdb1	1tuhA2.pdb1
5tugD3.pdb1	5tugA1.pdb1
5tugA1.pdb1	5tugC2.pdb1
4tu3A1.pdb1	4tu3X1.pdb1
3tulC1.pdb5	3tulA1.pdb5
1tueM1.pdb6	1tueQ1.pdb6
5tuuA1.pdb1	5tuuB1.pdb1
5tuvB1.pdb1	5tuvC1.pdb1
5tuvD1.pdb2	5tuvF1.pdb2
5tudE1.pdb2	5tudD1.pdb2
5tudF1.pdb2	5tudD1.pdb2
4tulH1.pdb1	4tulI1.pdb1
4tukI1.pdb1	4tukL1.pdb1
1tu3H1.pdb2	1tu3C1.pdb2
1tu3H1.pdb2	1tu3I1.pdb2
1tu1A1.pdb1	1tu1B1.pdb1
1tuwA1.pdb1	1tuwA2.pdb1
1tu2B1.pdb1	1tu2A1.pdb1
5tuuB2.pdb2	5tuuB1.pdb2
3tufA1.pdb1	3tufB1.pdb1
3tufA1.pdb1	3tufA2.pdb1
1tulA2.pdb1	1tulA1.pdb1
3ssoE1.pdb2	3ssoF2.pdb2
3ssbI1.pdb1	3ssbC1.pdb1
3ssbI1.pdb1	3ssbA1.pdb1
3ssbC1.pdb1	3ssbA1.pdb1
1ss4A1.pdb1	1ss4B1.pdb1
1sshA1.pdb1	1sshB1.pdb1
1sfxA1.pdb1	1sfxB1.pdb1
4uziA1.pdb1	4uziB1.pdb1
4uzzA1.pdb1	4uzzB1.pdb1
5uzgB1.pdb1	5uzgA1.pdb1
4uzkA1.pdb1	4uzkB1.pdb1
4uzyB1.pdb1	4uzyA1.pdb1
4xomB1.pdb1	4xomA1.pdb1
1xocA1.pdb3	1xocA2.pdb3
5xo9B1.pdb1	5xo9A1.pdb1
5xorA1.pdb1	5xorE1.pdb1
4xoiD1.pdb2	4xoiC1.pdb2
4xo1A1.pdb1	4xo1A2.pdb1
4xobB1.pdb1	4xobA1.pdb1
2xolA1.pdb1	2xolB1.pdb1
4xohC1.pdb1	4xohC2.pdb1
5xocB1.pdb1	5xocA1.pdb1
5xoxE1.pdb2	5xoxF1.pdb2
5xoxF1.pdb2	5xoxF2.pdb2
5xodA1.pdb1	5xodB1.pdb1
1xouA1.pdb1	1xouB1.pdb1
4l0jA2.pdb2	4l0jA1.pdb2
1xofA1.pdb1	1xofB2.pdb1
1xofB1.pdb1	1xofB2.pdb1
4ypiD1.pdb4	4ypiH1.pdb4
3u96B1.pdb1	3u96A1.pdb1
5ypzA1.pdb1	5ypzE1.pdb1
4ypgD1.pdb2	4ypgH1.pdb2
1yp0B1.pdb1	1yp0A1.pdb1
5ypoD1.pdb2	5ypoA1.pdb2
4yp9B1.pdb1	4yp9A1.pdb1
4jhdC1.pdb1	4jhdB1.pdb1
5yprA1.pdb1	5yprB1.pdb1
4jhrA1.pdb1	4jhrB1.pdb1
6hc8A1.pdb1	6hc8E1.pdb1
4hcgA1.pdb3	4hcgB2.pdb3
1hc9B1.pdb2	1hc9D1.pdb2
4hc1N1.pdb2	4hc1B1.pdb2
4hcrA1.pdb1	4hcrH1.pdb1
5hccD1.pdb1	5hccA1.pdb1
5hcdD1.pdb1	5hcdB1.pdb1
5hccA1.pdb1	5hccC1.pdb1
3hcyB1.pdb1	3hcyA1.pdb1
6hcpC1.pdb1	6hcpB1.pdb1
6hcdA1.pdb1	6hcdB1.pdb1
2hcbC1.pdb1	2hcbB1.pdb1
4hceA1.pdb1	4hceB1.pdb1
5hcdC1.pdb1	5hcdA1.pdb1
5hcbA1.pdb1	5hcbB1.pdb1
4hcnB1.pdb1	4hcnA1.pdb1
3e29D1.pdb1	3e29C1.pdb1
4e2i11.pdb1	4e2iA1.pdb1
3ovkA1.pdb1	3ovkB1.pdb1
2e2eA1.pdb1	2e2eB1.pdb1
3e20B1.pdb1	3e20A1.pdb1
6e2qB1.pdb2	6e2qO1.pdb2
2e2oA1.pdb1	2e2oA2.pdb1
6e2pC1.pdb1	6e2pA1.pdb1
4e2gE1.pdb3	4e2gF1.pdb3
4e2aA1.pdb1	4e2aB1.pdb1
6e2hE1.pdb1	6e2hD2.pdb1
5e24B1.pdb1	5e24F1.pdb1
5e24B1.pdb1	5e24A1.pdb1
5e24F1.pdb1	5e24A1.pdb1
2zetA1.pdb1	2zetC1.pdb1
4zeyA2.pdb2	4zeyA1.pdb2
3zedD1.pdb3	3zedA1.pdb3
4zelA1.pdb1	4zelB1.pdb1
4txvC1.pdb2	4txvD1.pdb2
5txeA1.pdb1	5txeC1.pdb1
4txoA1.pdb2	4txoB1.pdb2
3txsB3.pdb1	3txsC3.pdb1
4txrA1.pdb1	4txrB1.pdb1
5txeA1.pdb3	5txeB1.pdb3
3tx8A1.pdb1	3tx8A2.pdb1
3tx7B1.pdb1	3tx7A1.pdb1
1tx9A1.pdb1	1tx9B1.pdb1
1txkA1.pdb3	1txkB1.pdb3
5utzB1.pdb2	5utzA1.pdb2
1utiD1.pdb1	1utiA1.pdb1
1utyB1.pdb1	1utyA1.pdb1
4utqZ1.pdb1	4utqA1.pdb1
3ut4B1.pdb1	3ut4A1.pdb1
3utmB1.pdb1	3utmC1.pdb1
1p27A1.pdb1	1p27C1.pdb1
4p2qC1.pdb1	4p2qE1.pdb1
4p2qC1.pdb1	4p2qD1.pdb1
4p2qC1.pdb1	4p2qA1.pdb1
4p2qC1.pdb1	4p2qB1.pdb1
2p23B1.pdb1	2p23A1.pdb1
4p22A1.pdb1	4p22B1.pdb1
2p2cF1.pdb2	2p2cR1.pdb2
2p2cE1.pdb2	2p2cR1.pdb2
4p2cE1.pdb1	4p2cJ1.pdb1
4p2cG1.pdb1	4p2cA1.pdb1
2p22D1.pdb6	2p22B1.pdb6
2p22D1.pdb6	2p22C1.pdb6
2p22D1.pdb6	2p22A1.pdb6
6p2kA5.pdb1	6p2kA6.pdb1
2p2uB1.pdb2	2p2uB2.pdb2
6p25A1.pdb1	6p25B1.pdb1
2p22D2.pdb5	2p22D1.pdb5
2p22C2.pdb2	2p22C1.pdb2
4p2rD1.pdb1	4p2rC1.pdb1
4p2rE1.pdb1	4p2rC1.pdb1
4p2rB1.pdb1	4p2rC1.pdb1
4p2rA1.pdb1	4p2rC1.pdb1
4p2oA1.pdb1	4p2oP1.pdb1
4p2oC1.pdb1	4p2oP1.pdb1
4p2oD1.pdb1	4p2oP1.pdb1
4p2oP1.pdb1	4p2oB1.pdb1
4p2bA2.pdb2	4p2bA1.pdb2
4p2aB1.pdb1	4p2aA1.pdb1
2p22B3.pdb2	2p22B4.pdb2
4p2lA1.pdb1	4p2lB1.pdb1
1slqC2.pdb4	1slqB2.pdb4
3slrA1.pdb2	3slrA2.pdb2
1sl8A1.pdb2	1sl8A2.pdb2
6mr4B2.pdb8	6mr4B1.pdb8
2mrnB1.pdb1	2mrnA1.pdb1
6mrtB1.pdb1	6mrtA1.pdb1
4mrtC1.pdb1	4mrtA1.pdb1
3mr7B1.pdb1	3mr7A1.pdb1
4a94D1.pdb1	4a94A1.pdb1
2mroB1.pdb1	2mroA1.pdb1
5ngvA1.pdb1	5ngvH1.pdb1
5ngvA1.pdb1	5ngvL1.pdb1
6nhuB1.pdb3	6nhuD1.pdb3
3nh7C1.pdb3	3nh7J1.pdb3
3nh7C1.pdb3	3nh7N1.pdb3
3kt7A2.pdb1	3kt7A1.pdb1
5nhuH1.pdb1	5nhuI1.pdb1
5eu0A1.pdb1	5eu0B1.pdb1
6nhvR1.pdb1	6nhvA1.pdb1
6nhvO1.pdb1	6nhvA1.pdb1
6nhwA1.pdb1	6nhwD1.pdb1
3u6xY1.pdb1	3u6xD1.pdb1
